Species,Taxonomy,CO1
Phaneta_tomonana_1720731,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Illinoia_menziesiae_1656545,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,7.0
Altica_chamaenerii_1553048,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Phytomyza_ceanothi_498650,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Agromyzidae_127399,7.0
Altica_carinthiaca_346690,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Altenia_perspersella_1280449,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,7.0
Alsophila_japonensis_393318,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ilsea_subgeminata_1110850,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Rhizophagus_parvulus_878417,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Monotomidae_196978,7.0
Ilybius_angustior_156945,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Aloconota_cambrica_877766,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Ilybius_apicalis_156947,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Xylena_formosa_1078816,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Alloxysta_tscheki_154058,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Figitidae_44353,7.0
Alloxysta_pusilla_2518873,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Figitidae_44353,7.0
Agelastica_coerulea_226668,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Philonthus_sanguinolentus_878334,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Leptotes_jeanneli_2553378,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Lasiommata_deidamia_441990,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Acrapex_kavumba_2005877,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acrapex_exsanguis_1370743,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Remella_rita_355120,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Phthonerodes_scotarcha_1376321,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Xyloryctidae_347744,7.0
Acraephnes_inscripta_1370737,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Depressariidae_2681869,7.0
Laemostenus_complanatus_585990,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Acraea_poggei_1337138,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Acraea_paragea_1156532,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Acraea_macarista_1156539,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Zeugodacus_platamus_1987873,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211,7.0
Lagria_atripes_1587371,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Tenebrionidae_7065,7.0
Lamia_textor_1553512,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Zeugodacus_diaphorus_639385,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211,7.0
Rhagoletis_bushi_2495637,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211,7.0
Acompsia_pyrenaella_2560884,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,7.0
Lamprochromus_canadensis_2259915,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,7.0
Zeugophora_subspinosa_295682,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Zeugophoridae_131726,7.0
Aclytia_heber_714756,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Lamprolonchaea_brouniana_907707,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Lonchaeidae_198645,7.0
Lasioglossum_xanthopus_1040548,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Phygadeuon_exiguus_1888442,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,7.0
Lampronia_corticella_552760,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Prodoxidae_28660,7.0
Acleris_literana_1100899,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Rhagades_pruni_287213,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354,7.0
Acrapex_rhabdoneura_2493562,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acrapex_sysciodes_2491964,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Aclastus_borealis_2220080,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Ichneumonidae_7408,7.0
Acronicta_funeralis_688358,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Lasiopogon_schizopygus_2301418,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Asilidae_50673,7.0
Photinus_indictus_95009,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lampyridae_7049,7.0
Lasiopogon_monticola_2301411,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Asilidae_50673,7.0
Acronicta_strigosa_997509,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Rhammatocerus_brasiliensis_1354673,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Acrididae_7002,7.0
Zenodoxus_rubens_2578662,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sesiidae_106496,7.0
Acronicta_megacephala_987863,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Phragmatiphila_nexa_988150,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Lasiopogon_aldrichii_468745,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Asilidae_50673,7.0
Lasiopiophila_pilosa_1790234,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Piophilidae_28629,7.0
Acronicta_interrupta_688360,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Phrissotrichum_tubuliferum_1342083,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Apionidae_122732,7.0
Acrapex_yakoba_1518496,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acronicta_afflicta_688467,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Laccophilus_biguttatus_1267250,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Acroneuria_filicis_2680068,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Perlidae_51551,7.0
Rehimena_phrynealis_2249623,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,7.0
Zeugodacus_apicalis_164681,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Tephritidae_7211,7.0
Lasionycta_phoca_716737,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Lasionycta_mutilata_716733,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Lacinipolia_pensilis_group_2_BOLD_AAA5195_989130,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acrobasis_injunctella_2249487,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pyralidae_7135,7.0
Phryxus_caicus_325911,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,7.0
Lacinipolia_vicina_group_BOLD_AAA6056_989131,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acleris_britannia_943739,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,7.0
Zinaida_matsuii_1329490,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,7.0
Lejops_chrysostomus_1479675,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,7.0
Abrostola_triplasia_254365,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acalles_pulverosus_688189,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Phyllonorycter_aemula_199023,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,7.0
Acalles_pilula_501603,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Acalles_parvulus_501602,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Phyllonorycter_baetica_1316659,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,7.0
Acalles_maraoensis_932844,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Lasioglossum_foxii_586981,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Renocera_pallida_1096043,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,7.0
Acalles_argillosus_688181,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Acalles_almeriaensis_501593,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Reticulitermes_santonensis_127387,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Blattodea_85823;Rhinotermitidae_36985,7.0
Abrostola_ovalis_690169,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Lasioglossum_quadrinotatulum_1040148,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Lasioglossum_hoffmanni_1039602,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Ablabus_sparsus_2713696,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Zopheridae_219432,7.0
Zygaena_trifolii_287402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354,7.0
Lasioglossum_littleri_1039756,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Phyllonorycter_foliolosi_2561613,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,7.0
Abdera_affinis_1553012,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Melandryidae_219420,7.0
Lasioglossum_majus_88533,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Abantiades_labyrinthicus_1555273,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hepialidae_41021,7.0
Lasioglossum_marinum_593124,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Abagrotis_brunneipennis_1488697,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Reticulitermes_chinensis_141911,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Blattodea_85823;Rhinotermitidae_36985,7.0
Lasioglossum_cupromicans_1039337,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Lasioglossum_bluethgeni_1039158,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Acisoma_attenboroughi_1874889,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Libellulidae_6964,7.0
Lascoria_alucitalis_1110858,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Lasioglossum_tuolumnense_634171,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Lasioglossum_trigeminum_1041136,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Acilius_japonicus_358176,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Lanthanomelissa_clementis_1980245,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,7.0
Achatodes_zeae_691618,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Acharia_ophelians_705132,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Limacodidae_115353,7.0
Zizina_emelina_465729,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Laphria_canis_1890600,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Asilidae_50673,7.0
Rhabdomiris_striatellus_1545235,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,7.0
Lasioglossum_sopinci_1040317,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Lasioglossum_sibiriacum_1040289,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Zorochros_dufouri_1588536,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Lasioglossum_repraesentans_1040163,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Halictidae_77572,7.0
Acartomyia_phoeniciae_1548036,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Rhabdoclytus_acutivittis_1313189,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Phyllocnistis_xenia_1482597,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,7.0
Zosteropoda_hirtipes_989122,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,7.0
Renia_nemoralis_2013422,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Phyllodrepa_floralis_878369,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Phyllodrepa_nigra_1143095,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Acanthoscelides_argillaceus_258588,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Phylloecus_xanthostoma_2816401,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Cephidae_27524,7.0
Lasiocampa_trifolii_515219,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lasiocampidae_7096,7.0
Acantholyda_erythrocephala_455475,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pamphiliidae_95274,7.0
Zelicodes_linearis_2013508,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Zele_niveitarsis_1603132,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,7.0
Acrostira_euphorbiae_380874,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Pamphagidae_58539,7.0
Aedes_rubrithorax_1806179,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Jassidophaga_fasciata_564935,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pipunculidae_43835,7.0
Phyllotreta_exclamationis_878372,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Aeshna_affinis_507809,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Aeshnidae_50509,7.0
Jodis_putata_104463,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Jordanita_chloros_1870020,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354,7.0
Phlebotomus_saevus_132723,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,7.0
Aenetus_blackburnii_1555297,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hepialidae_41021,7.0
Lebeda_nobilis_1502199,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lasiocampidae_7096,7.0
Aegilia_describens_1126750,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Euteliidae_2490214,7.0
Aedes_w_albus_69821,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Lauriacalles_acutus_682556,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Phyllotreta_astrachanica_1588375,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Zanclognatha_atrilineella_2013464,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Rhaphiomidas_maculatus_1853911,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Mydidae_50677,7.0
Aedes_quadrivittatus_2321093,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Junonia_vestina_1158302,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Phloeostiba_plana_1553854,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,7.0
Aedes_fascipalpis_2563464,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Aedes_eritreae_2761505,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Phloioletes_spanioleuca_1376311,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,7.0
Phyllophaga_submucida_489815,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Phyllophaga_rugosa_1710757,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Kageronia_kihada_1310302,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,7.0
Aedes_cozumelensis_2903341,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Phyllotreta_nemorum_385017,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,7.0
Jassidophaga_beatricis_564934,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pipunculidae_43835,7.0
Labidus_spininodis_232173,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,7.0
Rhaphium_discolor_1086778,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Dolichopodidae_92558,7.0
Ypthima_riukiuana_637859,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,7.0
Phylloxiphia_mpassa_2489614,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,7.0
Yukara_inornata_1368203,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
Agathiphaga_queenslandensis_41190,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Agathiphagidae_41188,7.0
Ixodiphagus_hookeri_1150734,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Encyrtidae_29051,7.0
Agathidium_nigripenne_1586957,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,7.0
Izatha_peroneanella_1073644,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Oecophoridae_57992,7.0
Agathidium_difforme_1895300,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,7.0
Agathidium_atrum_347250,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,7.0
Leiopus_nebulosus_295678,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Agapanthia_daurica_763897,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,7.0
Agabus_serricornis_207459,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Zale_undularis_689113,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Jamides_bochus_544314,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,7.0
Agabus_clavicornis_1267226,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Agabus_bicolor_1267225,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,7.0
Phlaeoba_sikkimensis_2726101,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Acrididae_7002,7.0
Leiodes_obesa_1553519,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,7.0
Jankowskia_fuscaria_2039401,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Zale_obsita_1141092,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,7.0
Phlebotomus_caucasicus_406284,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,7.0
Aethiopacorep_africanus_2835235,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,7.0
Phlebotomus_duboscqi_37738,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,7.0
Janus_abbreviatus_1518029,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Cephidae_27524,7.0
Rastrococcus_spinosus_490974,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pseudococcidae_30190,7.0
Aedes_africanus_667568,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,7.0
Kapala_cuprea_1325901,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Eucharitidae_216140,7.0
Krishnacapritermes_thakuri_2662080,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Blattodea_85823;Termitidae_46569,7.0
Phortica_eugamma_1477538,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Adactylotis_contaminaria_1869405,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,7.0
Ravinia_floridensis_1266497,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sarcophagidae_7381,7.0
Phortica_floccipes_2499210,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Phyllophaga_crenulata_489799,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Phortica_iota_1477546,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Acyrthosiphon_caraganae_527513,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,7.0
Phyllophaga_calceata_489795,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,7.0
Phortica_longipenis_1051442,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Zecicindela_brevilunata_1357529,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Phortica_okadai_462257,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Kurisakia_onigurumii_384362,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Thelaxidae_135954,7.0
Zaphne_tundrica_1790228,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Anthomyiidae_30062,7.0
Acupalpus_exiguus_877763,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,7.0
Phortica_pseudotau_1477558,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,7.0
Actenicerus_siaelandicus_869165,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elateridae_30009,7.0
